role_frac_0,role_frac_1,role_frac_2,role_frac_3,role_frac_4,role_frac_5,role_frac_6,role_frac_7,role_frac_8,role_frac_9,role_frac_10,role_frac_11,role_entropy,role_gini,unassigned_frac,style,deck,result
0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.9502120649147465,0.7023809523809526,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,aggro,AggroPirateWarrior,win
0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,2.038159681645953,0.7243589743589745,0.0,aggro,AggroPirateWarrior,loss
0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.85,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8112781244591328,0.875,0.0,aggro,AggroPirateWarrior,win
0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.5,0.7916666666666666,0.0,aggro,AggroPirateWarrior,win
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,1.9182958340544893,0.7222222222222222,0.0,aggro,AggroPirateWarrior,win
0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,1.9182958340544893,0.7222222222222222,0.0,aggro,AggroPirateWarrior,win
0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.3709505944546687,0.8166666666666668,0.0,aggro,AggroPirateWarrior,win
0.125,0.0,0.0,0.25,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,1.75,0.7708333333333334,0.0,aggro,AggroPirateWarrior,win
0.125,0.0,0.0,0.375,0.0,0.125,0.0,0.25,0.125,0.0,0.0,0.0,2.1556390622295662,0.6875,0.0,aggro,AggroPirateWarrior,loss
0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,2.321928094887362,0.5833333333333334,0.0,aggro,AggroPirateWarrior,win
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.9709505944546686,0.85,0.0,aggro,AggroPirateWarrior,win
0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.75,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.375,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,1.9056390622295665,0.7291666666666666,0.0,aggro,AggroPirateWarrior,win
0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.3787834934861753,0.8214285714285715,0.0,aggro,AggroPirateWarrior,win
0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.4591479170272446,0.8055555555555555,0.0,aggro,AggroPirateWarrior,win
0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.0,2.521928094887362,0.5666666666666667,0.0,aggro,AggroPirateWarrior,loss
0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,2.1180782093497093,0.7045454545454545,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,2.054585169337799,0.7222222222222223,0.0,aggro,AggroPirateWarrior,loss
0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,2.133937566094917,0.6987179487179488,0.0,aggro,AggroPirateWarrior,loss
0.625,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,1.5487949406953985,0.7916666666666666,0.0,aggro,AggroPirateWarrior,win
0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,0.875,0.0,aggro,AggroPirateWarrior,loss
0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.0,2.1556390622295662,0.6875,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.7916666666666666,0.0,aggro,AggroPirateWarrior,win
0.3,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.0,2.2464393446710154,0.65,0.0,aggro,AggroPirateWarrior,loss
0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,2.058813890331201,0.7129629629629629,0.0,aggro,AggroPirateWarrior,win
0.25,0.0,0.0,0.25,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,2.5,0.5833333333333334,0.0,aggro,AggroPirateWarrior,loss
0.21428571428571427,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,2.467720100474499,0.6071428571428571,0.0,aggro,AggroPirateWarrior,loss
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.9709505944546686,0.85,0.0,aggro,AggroPirateWarrior,win
0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,1.3709505944546687,0.8166666666666668,0.0,aggro,AggroPirateWarrior,win
0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,2.2359263506290326,0.6547619047619048,0.0,aggro,AggroPirateWarrior,loss
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8112781244591328,0.875,0.0,aggro,AggroPirateWarrior,win
