user_hash,aggro_control,tempo_value,risk,greedy_eff,n_games
03019D3B5094E121EBCEEB6F21F0FBE5,-0.6929670354244135,-0.3671019599309049,-0.2356656635835838,0.7230500256809225,251
08559CE836A3FD14B06DAAE60F74C1B8,0.5639185622536927,-0.21139425778377383,0.1155174955648579,-0.7498426031798655,131
0A89B858BCA8B415A945FF6F713FD15D,-0.8518850858198681,0.7558707028248113,-0.5763323569618914,0.8796235212798702,33
0B6D8FCDD2400CC700D587FF06CBED79,0.47768053944621897,-0.04280621864040213,0.42765158419633387,-0.6957571426049879,165
125C2E338A44E57B812FDEB06E6E27F0,0.4050701422980411,0.28528328117171675,0.3357052680205496,-0.6448989556582837,58
1889371E537F5DA03F7F68D24D8DF3FB,0.4071023643184237,0.5464232587132816,-0.7033131899021016,0.10741343450025789,81
18A343248A5C2919E24F4687D5C2EDF4,0.0018326566451390635,0.34533851105933366,-0.868681932890344,-0.27461876504258337,20
1CF4F23E66178C16735483B4E9918894,0.9868156488595162,0.7743177349703633,-0.026287220779268587,-0.9954841851175004,18
1E808DFEAA42A93A4F3984B28F8C44D9,-0.3193044508468748,0.4678269316191419,-0.46325254207657124,-0.4148716438790455,387
20C2BB16D1E598343A4336BE81E7C93C,-0.8278393895414429,0.10988674835979738,-0.7830308469785375,0.6052849436313161,1152
2318A2F2FD8A424DDADF68438E653E6A,0.26907663043081176,-0.3454243611445501,0.7043229864612344,0.36954543777340776,40
2600C5BAFBA9AAC65CDBBD1728A43F60,0.18798901669353066,-0.7330394780854552,0.885222070051719,0.39172749109857163,128
2D97FD1853040D7C9D7EFCF7A5D099C3,0.3204782436729705,0.8557419367831233,-0.5065727087721588,-0.06504615203662198,45
31BA55BDF780150BB933C2A09A816ADC,0.4127978613053073,0.5227130453685067,-0.22626385043499805,-0.5038635120012132,472
3366A2858944F7A419222B5507D82571,0.9931577692265225,-0.6066166303531383,0.47003587291181975,-0.7405003552268583,17
3A4AADD6F23C3240B8D607BB4DAFD415,0.987962046843689,0.414574413292621,0.5272273113039012,-0.9176674788296878,50
3CB4D427297FEF65F50BED6EC2602475,0.142720134689994,-0.8299989748125054,0.9222124108133828,-0.03631707725929598,37
3E3C3A921C3850606C139919B2105D25,-0.14886587588852082,-0.5130310985322275,-0.9252024697037121,0.1677993975980104,18
4255DA1E52343794DBC1B9099655E719,-0.8492717744451515,-0.7265198280280507,0.3454127942372139,0.7846478973258816,41
469BEB1CDF07467EC965A083CDD5DEC6,-0.4408840225682585,0.13260224463320358,-0.7612238000779589,0.36314841324391833,33
46B0FDE764B5F3948106719B8026CF2F,-0.503425175986342,-0.9147610390371139,-0.33993475160115794,0.15042809543535934,48
4B86A3C261DF9A344C2790D9F087B0AE,0.47842328993349253,0.011203978902950492,0.9872030792041437,-0.32150425489592244,231
4D239C1EA31D6E5619B2D86473A91146,0.34717436077453195,-0.07269447278074807,0.13737394308560746,-0.22644578420071457,25
50CE79252F6AECE65A900C2C66FEEBE3,0.02790110158167023,0.12679878392169683,-0.04265867832032587,-0.26877968017869563,122
520989A6C54D4C564231D2024D5635D8,-0.4497758587040297,0.4952458945453171,-0.719276863478873,0.6613922476378992,25
5331B79F0B581EE92AE4E4567A253B6A,-0.49692856718989203,0.6418877616393484,0.5263275934323436,0.7357911752847062,80
58C888572FE027C1FAC56783A58A7649,-0.4913853174257769,-0.9072028154549303,0.7299261984541842,0.8618143018805957,43
5A2A39E6E9507C45EA8C3DAEA7F8519D,0.5529972073294281,0.63655215550999,0.10504913310342033,-0.3102724304996194,46
5E9F9BFE0764E15F28F5DFC4CE4DBE14,0.5763548672485177,-0.44409202165105094,0.5112431103164055,0.8061426279124275,31
5FED09A38E1809E4E1EFA10C03545BCD,0.8779894451374336,0.5129484040727487,0.9583866015772285,-0.702305488706851,31
60CFABDFE51C2D97B88948D11AEE066C,-0.8645874686773405,0.3717131842108447,-0.3310115400218962,0.44217018941648506,60
613D0C19DD5157C604AD55924E4B802A,-0.739996230801538,0.25372021901189956,-0.569223937917516,-0.04925134348630975,37
63BE699C66E59D8F16DD53BE2625941D,0.5386651143876011,0.49083715149241813,0.4133814205716916,-0.5336921563953505,114
66FFB43E8DB8910A32FB03BD640103F6,-0.061324782515435425,0.045044563245032976,-0.7210625542533726,0.6283721322619249,29
69A338D02ADBCA97E28846EDEF41C26B,0.11656177517674286,0.020455699593288423,-0.03187637156180145,-0.23817634922014155,131
6BC17739283EE7A7DC9E21DFD4C7D220,-0.8090923855275571,0.2087976708457239,-0.5419959061858042,0.34833444910242567,83
6FF524F3DC4EC7BB729377768CE615CF,-0.6884576430306701,0.06346925146096437,-0.8017629626884777,0.07312092058287753,51
747B9D4D4158872C2DDD67B542081539,-0.6252130558393988,0.17296778282990358,-0.7870074364674746,0.7459892382863647,106
853B97737D848AE2F22D60931C888CB3,0.533600970612413,0.17790976255770646,0.5445668059510721,-0.41199222834761695,177
