game_file,style,deck,deck_family,hero_class,opp_style,opp_deck,start_player,won,n_turns_total,f_n_turns,f_actions_per_turn,f_cards_per_turn,f_cards_drawn_per_turn,f_avg_card_cost,f_max_card_cost,f_std_card_cost,f_minion_frac,f_spell_frac,f_weapon_frac,f_avg_minion_atk,f_avg_minion_health,f_first_minion_turn,f_attacks_per_turn,f_face_attack_ratio,f_hero_power_per_turn,f_hero_power_frac,f_targeted_play_frac,f_target_face_frac,f_face_dmg_per_turn,f_minion_dmg_per_turn,f_face_dmg_share,f_dmg_taken_per_turn,f_heal_per_turn,f_armor_gain_per_turn,f_board_size_mean,f_board_size_max,f_opp_minions_killed_per_turn,f_own_minions_lost_per_turn,f_trade_ratio,f_mana_spent_per_turn,f_mana_floated_per_turn,f_mana_efficiency,f_hand_size_mean,f_deck_left_end
game_001_aggro-AggroPirateWarrior_vs_aggro-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,AggroPirateWarrior,1,0,10,5,2.0,0.8,1.8,4.0,5.0,0.7071067811865476,0.75,0.0,0.25,3.3333333333333335,3.3333333333333335,3.0,1.2,0.8333333333333334,0.0,0.0,0.0,,2.6,0.8,0.7647058823529411,6.4,0.0,0.0,1.4,3,0.2,0.4,0.3333333333333333,2.4,0.6,0.8,4.6,21
game_001_aggro-AggroPirateWarrior_vs_aggro-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeBuffPaladin,2,0,15,7,3.857142857142857,1.5714285714285714,1.0,2.1818181818181817,5.0,1.465865045145191,0.6363636363636364,0.18181818181818182,0.18181818181818182,2.0,2.4285714285714284,1.0,2.142857142857143,0.5333333333333333,0.14285714285714285,0.037037037037037035,0.0,,2.5714285714285716,2.4285714285714284,0.5142857142857142,4.285714285714286,0.0,0.2857142857142857,2.142857142857143,3,0.42857142857142855,0.8571428571428571,0.3333333333333333,3.2857142857142856,0.8571428571428571,0.7931034482758621,3.4285714285714284,18
game_001_aggro-AggroPirateWarrior_vs_aggro-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeJadeShaman,2,1,10,5,4.2,1.6,1.0,2.125,5.0,1.6153559979150107,0.625,0.125,0.25,1.8,1.8,1.0,2.6,1.0,0.0,0.0,0.0,,6.0,0.0,1.0,5.2,0.0,0.0,4.2,6,0.2,0.2,0.5,2.8,0.4,0.875,2.8,20
game_001_aggro-AggroPirateWarrior_vs_aggro-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeSecretHunter,1,1,11,6,2.3333333333333335,0.6666666666666666,1.6666666666666667,3.0,4.0,1.224744871391589,1.0,0.0,0.0,3.0,2.5,3.0,1.6666666666666667,1.0,0.0,0.0,0.0,,5.166666666666667,0.0,1.0,3.1666666666666665,0.0,0.0,2.5,5,0.0,0.0,,2.0,1.5,0.5714285714285714,4.666666666666667,20
game_001_aggro-AggroPirateWarrior_vs_aggro-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MiraclePirateRogue,1,1,11,6,2.8333333333333335,1.0,2.0,2.5,5.0,1.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.0,2.5,1.0,1.8333333333333333,1.0,0.0,0.0,0.0,,5.0,0.0,1.0,4.0,0.0,0.0,2.8333333333333335,5,0.0,0.3333333333333333,0.0,2.5,1.0,0.7142857142857143,2.5,20
game_001_aggro-AggroPirateWarrior_vs_aggro-MurlocDruid.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MurlocDruid,1,1,11,6,3.5,1.1666666666666667,2.0,2.142857142857143,4.0,1.124858267715973,1.0,0.0,0.0,2.0,2.2857142857142856,1.0,2.3333333333333335,1.0,0.0,0.0,0.0,,5.0,0.0,1.0,2.3333333333333335,0.0,0.0,3.6666666666666665,6,0.0,0.16666666666666666,0.0,2.5,1.0,0.7142857142857143,2.5,21
game_001_aggro-AggroPirateWarrior_vs_aggro-RenoKazakusDragonPriest.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,RenoKazakusDragonPriest,1,1,11,6,3.8333333333333335,0.8333333333333334,2.0,3.0,4.0,1.0954451150103321,0.8,0.0,0.2,2.75,2.5,1.0,3.0,1.0,0.0,0.0,0.0,,6.333333333333333,0.0,1.0,0.5,0.0,0.0,3.1666666666666665,4,0.0,0.16666666666666666,0.0,2.0,1.5,0.5714285714285714,3.5,20
game_001_aggro-AggroPirateWarrior_vs_aggro-RenoKazakusMage.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,RenoKazakusMage,1,1,11,6,2.6666666666666665,0.8333333333333334,1.6666666666666667,2.6,4.0,1.3564659966250538,1.0,0.0,0.0,3.2,2.4,2.0,1.8333333333333333,1.0,0.0,0.0,0.0,,5.833333333333333,0.0,1.0,2.1666666666666665,0.3333333333333333,0.0,3.5,6,0.0,0.0,,2.1666666666666665,1.3333333333333333,0.6190476190476191,3.8333333333333335,20
game_001_aggro-AggroPirateWarrior_vs_aggro-ZooDiscardWarlock.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,ZooDiscardWarlock,2,1,10,5,3.8,1.2,1.0,1.8333333333333333,4.0,1.3437096247164249,0.8333333333333334,0.16666666666666666,0.0,2.6,2.6,1.0,2.6,0.8461538461538461,0.0,0.0,0.0,,6.2,1.0,0.8611111111111112,3.0,0.0,0.0,4.0,5,0.6,0.4,0.6,2.2,1.0,0.6875,3.2,20
game_001_aggro-AggroPirateWarrior_vs_control-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,AggroPirateWarrior,2,0,13,6,2.8333333333333335,1.6666666666666667,1.0,2.3,5.0,1.5524174696260025,0.5,0.4,0.1,2.8,2.6,3.0,1.1666666666666667,1.0,0.0,0.0,0.0,,3.5,0.0,1.0,5.0,0.0,0.0,1.0,2,0.16666666666666666,1.0,0.14285714285714285,3.3333333333333335,0.3333333333333333,0.9090909090909091,2.5,19
game_001_aggro-AggroPirateWarrior_vs_control-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,MidrangeBuffPaladin,1,1,15,8,3.25,1.25,1.625,2.6,5.0,1.3564659966250538,0.8,0.1,0.1,2.25,2.375,1.0,1.875,0.7333333333333333,0.125,0.038461538461538464,0.0,,3.75,2.0,0.6521739130434783,1.375,0.0,0.25,2.0,4,0.75,0.875,0.46153846153846156,3.0,1.5,0.6666666666666666,2.0,18
game_001_aggro-AggroPirateWarrior_vs_control-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,MidrangeJadeShaman,2,0,17,8,2.625,1.5,1.0,2.6666666666666665,5.0,1.3743685418725535,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.875,3.0,1.0,1.125,0.6666666666666666,0.0,0.0,0.0,,2.5,1.5,0.625,3.875,0.0,0.0,1.375,3,0.375,1.0,0.2727272727272727,4.0,0.625,0.8648648648648649,3.125,17
game_001_aggro-AggroPirateWarrior_vs_control-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,MidrangeSecretHunter,2,1,12,6,3.3333333333333335,1.1666666666666667,1.0,2.2857142857142856,4.0,1.4846149779161806,0.8571428571428571,0.14285714285714285,0.0,2.6666666666666665,2.5,1.0,2.1666666666666665,0.8461538461538461,0.0,0.0,0.0,,5.5,1.3333333333333333,0.8048780487804879,2.3333333333333335,0.0,0.0,3.1666666666666665,5,0.3333333333333333,0.3333333333333333,0.5,2.6666666666666665,1.0,0.7272727272727273,4.0,20
game_001_aggro-AggroPirateWarrior_vs_control-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,MiraclePirateRogue,1,1,15,8,2.5,1.375,1.75,2.090909090909091,5.0,1.504813214295168,0.7272727272727273,0.09090909090909091,0.18181818181818182,2.25,2.25,1.0,1.125,1.0,0.0,0.0,0.0,,3.5,0.0,1.0,1.125,0.0,0.0,1.25,3,0.25,0.875,0.2222222222222222,2.875,1.625,0.6388888888888888,1.5,19
game_001_aggro-AggroPirateWarrior_vs_control-MurlocDruid.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,MurlocDruid,1,0,12,6,2.3333333333333335,1.0,1.8333333333333333,2.6666666666666665,5.0,1.699673171197595,0.8333333333333334,0.0,0.16666666666666666,2.4,1.8,1.0,1.3333333333333333,1.0,0.0,0.0,0.0,,3.1666666666666665,0.0,1.0,5.333333333333333,0.0,0.0,1.3333333333333333,2,0.6666666666666666,1.0,0.4,2.6666666666666665,0.8333333333333334,0.7619047619047619,3.5,20
game_001_aggro-AggroPirateWarrior_vs_control-RenoKazakusDragonPriest.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,RenoKazakusDragonPriest,2,0,19,9,2.4444444444444446,1.3333333333333333,1.0,2.75,5.0,1.479019945774904,0.8333333333333334,0.08333333333333333,0.08333333333333333,2.7,2.8,1.0,1.1111111111111112,0.7,0.0,0.0,0.0,,2.888888888888889,1.2222222222222223,0.7027027027027027,3.5555555555555554,0.0,0.0,1.5555555555555556,3,0.3333333333333333,1.1111111111111112,0.23076923076923078,2.7777777777777777,2.3333333333333335,0.5434782608695652,2.5555555555555554,17
game_001_aggro-AggroPirateWarrior_vs_control-RenoKazakusMage.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,RenoKazakusMage,2,1,12,6,3.3333333333333335,1.3333333333333333,1.0,2.5,5.0,1.6583123951777,0.625,0.25,0.125,2.6,2.6,1.0,1.8333333333333333,1.0,0.16666666666666666,0.05,0.0,,5.333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,2.1666666666666665,3,0.0,0.8333333333333334,0.0,3.0,0.6666666666666666,0.8181818181818182,3.8333333333333335,19
game_001_aggro-AggroPirateWarrior_vs_control-ZooDiscardWarlock.log,aggro,AggroPirateWarrior,aggro,WARRIOR,control,ZooDiscardWarlock,1,0,12,6,2.5,0.8333333333333334,1.6666666666666667,3.2,4.0,1.16619037896906,1.0,0.0,0.0,3.4,3.0,3.0,1.6666666666666667,0.7,0.0,0.0,0.0,,3.6666666666666665,1.6666666666666667,0.6875,5.0,0.0,0.0,1.8333333333333333,4,0.5,0.5,0.5,2.6666666666666665,0.8333333333333334,0.7619047619047619,4.5,20
game_001_aggro-AggroPirateWarrior_vs_fatigue-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,AggroPirateWarrior,2,0,13,6,2.1666666666666665,1.3333333333333333,1.0,2.5,5.0,1.6583123951777,0.625,0.25,0.125,2.6,2.4,2.0,0.8333333333333334,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,5.0,0.0,0.0,0.8333333333333334,2,0.6666666666666666,0.8333333333333334,0.4444444444444444,3.3333333333333335,0.3333333333333333,0.9090909090909091,3.6666666666666665,20
game_001_aggro-AggroPirateWarrior_vs_fatigue-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,MidrangeBuffPaladin,1,0,14,7,3.2857142857142856,1.2857142857142858,1.8571428571428572,2.5555555555555554,5.0,1.4989708403591155,0.8888888888888888,0.0,0.1111111111111111,2.375,2.625,1.0,2.0,0.5714285714285714,0.0,0.0,0.0,,2.5714285714285716,2.7142857142857144,0.4864864864864865,4.285714285714286,0.0,0.0,2.0,4,0.5714285714285714,0.7142857142857143,0.4444444444444444,3.2857142857142856,0.7142857142857143,0.8214285714285714,3.2857142857142856,19
game_001_aggro-AggroPirateWarrior_vs_fatigue-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,MidrangeJadeShaman,2,0,15,7,2.857142857142857,1.4285714285714286,1.0,2.6,5.0,1.4966629547095767,0.7,0.2,0.1,2.857142857142857,3.0,2.0,1.4285714285714286,0.7,0.0,0.0,0.0,,2.5714285714285716,1.5714285714285714,0.6206896551724138,4.285714285714286,0.0,0.0,1.1428571428571428,2,0.5714285714285714,0.8571428571428571,0.4,3.7142857142857144,0.42857142857142855,0.896551724137931,3.5714285714285716,18
game_001_aggro-AggroPirateWarrior_vs_fatigue-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,MidrangeSecretHunter,2,0,13,6,2.6666666666666665,1.6666666666666667,1.0,2.2,4.0,1.16619037896906,0.7,0.2,0.1,2.2857142857142856,2.7142857142857144,1.0,0.8333333333333334,0.8,0.16666666666666666,0.0625,0.0,,2.0,0.5,0.8,5.0,0.0,0.3333333333333333,1.1666666666666667,2,0.6666666666666666,0.8333333333333334,0.4444444444444444,3.5,0.16666666666666666,0.9545454545454546,3.1666666666666665,20
game_001_aggro-AggroPirateWarrior_vs_fatigue-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,MiraclePirateRogue,1,1,17,9,2.2222222222222223,1.3333333333333333,1.6666666666666667,2.6666666666666665,4.0,1.0274023338281628,0.75,0.16666666666666666,0.08333333333333333,2.888888888888889,3.0,1.0,0.8888888888888888,1.0,0.0,0.0,0.0,,3.2222222222222223,0.0,1.0,3.0,0.0,0.0,2.0,6,0.1111111111111111,0.6666666666666666,0.14285714285714285,3.2222222222222223,1.7777777777777777,0.6444444444444445,2.6666666666666665,17
game_001_aggro-AggroPirateWarrior_vs_fatigue-MurlocDruid.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,MurlocDruid,2,0,13,6,2.6666666666666665,1.5,1.0,2.3333333333333335,5.0,1.632993161855452,0.5555555555555556,0.2222222222222222,0.2222222222222222,2.0,1.8,1.0,1.0,0.8333333333333334,0.16666666666666666,0.0625,0.0,,1.5,0.6666666666666666,0.6923076923076923,5.0,0.0,0.3333333333333333,1.1666666666666667,2,0.3333333333333333,0.8333333333333334,0.2857142857142857,2.5,1.1666666666666667,0.6818181818181818,3.5,20
game_001_aggro-AggroPirateWarrior_vs_fatigue-RenoKazakusDragonPriest.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,RenoKazakusDragonPriest,1,0,20,10,2.8,1.1,1.5,2.8181818181818183,5.0,1.465865045145191,0.7272727272727273,0.09090909090909091,0.18181818181818182,2.375,2.375,1.0,1.6,0.5,0.1,0.03571428571428571,0.0,,2.8,2.4,0.5384615384615384,3.2,0.0,0.2,1.5,3,0.5,0.9,0.35714285714285715,3.3,2.2,0.6,1.6,16
game_001_aggro-AggroPirateWarrior_vs_fatigue-RenoKazakusMage.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,RenoKazakusMage,1,1,11,6,3.5,1.1666666666666667,2.0,2.2857142857142856,4.0,1.0301575072754257,0.5714285714285714,0.2857142857142857,0.14285714285714285,2.25,2.75,1.0,2.3333333333333335,0.7857142857142857,0.0,0.0,0.0,,5.0,1.1666666666666667,0.8108108108108109,1.1666666666666667,0.0,0.0,1.6666666666666667,2,0.16666666666666666,0.6666666666666666,0.2,2.6666666666666665,0.8333333333333334,0.7619047619047619,1.8333333333333333,20
game_001_aggro-AggroPirateWarrior_vs_fatigue-ZooDiscardWarlock.log,aggro,AggroPirateWarrior,aggro,WARRIOR,fatigue,ZooDiscardWarlock,1,0,10,5,1.4,0.8,2.0,3.0,5.0,1.224744871391589,0.25,0.25,0.5,2.0,3.0,2.0,0.6,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,6.0,0.0,0.0,0.4,2,0.4,0.4,0.5,2.4,0.6,0.8,4.0,21
game_001_aggro-AggroPirateWarrior_vs_midrange-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,AggroPirateWarrior,2,0,13,6,1.8333333333333333,1.3333333333333333,1.0,2.625,5.0,1.653594569415369,0.75,0.125,0.125,2.8333333333333335,3.1666666666666665,1.0,0.3333333333333333,1.0,0.16666666666666666,0.09090909090909091,0.0,,1.8333333333333333,0.0,1.0,5.166666666666667,0.0,0.0,1.1666666666666667,2,0.5,1.0,0.3333333333333333,3.1666666666666665,0.5,0.8636363636363636,3.8333333333333335,19
game_001_aggro-AggroPirateWarrior_vs_midrange-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,MidrangeBuffPaladin,2,1,16,8,3.0,1.25,1.0,2.9,5.0,1.5132745950421556,0.7,0.2,0.1,3.142857142857143,2.857142857142857,2.0,1.75,0.7142857142857143,0.0,0.0,0.0,,3.375,1.375,0.7105263157894737,2.625,0.0,0.0,1.25,3,0.25,0.875,0.2222222222222222,3.125,1.5,0.6756756756756757,3.25,17
game_001_aggro-AggroPirateWarrior_vs_midrange-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,MidrangeJadeShaman,2,0,13,6,2.3333333333333335,1.3333333333333333,1.0,2.625,5.0,1.7275343701356567,0.5,0.375,0.125,3.5,2.75,4.0,1.0,0.6666666666666666,0.0,0.0,0.0,,2.0,1.0,0.6666666666666666,5.333333333333333,0.0,0.0,0.5,2,0.16666666666666666,0.6666666666666666,0.2,2.8333333333333335,0.8333333333333334,0.7727272727272727,4.333333333333333,19
game_001_aggro-AggroPirateWarrior_vs_midrange-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,MidrangeSecretHunter,1,1,13,7,4.0,1.2857142857142858,1.7142857142857142,2.2222222222222223,4.0,1.227262335243029,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.5714285714285716,2.5714285714285716,1.0,2.7142857142857144,0.9473684210526315,0.0,0.0,0.0,,4.285714285714286,0.14285714285714285,0.967741935483871,4.142857142857143,0.0,0.0,3.0,4,0.42857142857142855,0.7142857142857143,0.375,2.857142857142857,1.1428571428571428,0.7142857142857143,2.142857142857143,19
game_001_aggro-AggroPirateWarrior_vs_midrange-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,MiraclePirateRogue,2,0,17,8,3.125,1.75,1.0,2.0714285714285716,5.0,1.6241167144145818,0.7142857142857143,0.21428571428571427,0.07142857142857142,2.2,2.1,1.0,1.125,1.0,0.25,0.08,0.0,,2.875,0.0,1.0,4.75,0.0,0.0,1.875,4,0.125,1.5,0.07692307692307693,3.125,1.5,0.6756756756756757,1.75,17
game_001_aggro-AggroPirateWarrior_vs_midrange-MurlocDruid.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,MurlocDruid,1,1,15,8,2.375,1.125,1.625,2.7777777777777777,5.0,1.4740554623801778,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.7142857142857144,2.7142857142857144,1.0,1.25,1.0,0.0,0.0,0.0,,3.75,0.0,1.0,3.25,0.0,0.0,1.625,3,0.25,0.625,0.2857142857142857,3.125,1.375,0.6944444444444444,3.125,18
game_001_aggro-AggroPirateWarrior_vs_midrange-RenoKazakusDragonPriest.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,RenoKazakusDragonPriest,1,0,18,9,2.2222222222222223,1.3333333333333333,1.6666666666666667,2.8333333333333335,4.0,1.0671873729054748,1.0,0.0,0.0,2.6666666666666665,3.0,3.0,0.8888888888888888,1.0,0.0,0.0,0.0,,2.111111111111111,0.0,1.0,3.3333333333333335,0.0,0.0,2.4444444444444446,6,0.3333333333333333,1.2222222222222223,0.21428571428571427,3.7777777777777777,1.2222222222222223,0.7555555555555555,3.5555555555555554,17
game_001_aggro-AggroPirateWarrior_vs_midrange-RenoKazakusMage.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,RenoKazakusMage,1,0,16,8,2.625,1.125,1.625,2.6666666666666665,4.0,1.1547005383792515,0.8888888888888888,0.1111111111111111,0.0,2.625,2.75,1.0,1.5,0.8333333333333334,0.0,0.0,0.0,,4.125,0.75,0.8461538461538461,4.375,0.375,0.0,2.25,5,0.25,1.125,0.18181818181818182,3.0,1.5,0.6666666666666666,2.0,19
game_001_aggro-AggroPirateWarrior_vs_midrange-ZooDiscardWarlock.log,aggro,AggroPirateWarrior,aggro,WARRIOR,midrange,ZooDiscardWarlock,1,1,9,5,3.2,1.0,2.0,3.0,5.0,1.4142135623730951,0.8,0.0,0.2,2.75,2.5,1.0,2.2,1.0,0.0,0.0,0.0,,5.4,0.0,1.0,1.6,0.0,0.0,2.8,3,0.2,0.4,0.3333333333333333,3.0,0.0,1.0,3.0,21
game_001_aggro-AggroPirateWarrior_vs_ramp-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,AggroPirateWarrior,1,0,14,7,2.142857142857143,1.4285714285714286,1.8571428571428572,2.4,5.0,1.3564659966250536,0.8,0.0,0.2,2.125,2.5,1.0,0.7142857142857143,1.0,0.0,0.0,0.0,,2.5714285714285716,0.0,1.0,4.285714285714286,0.0,0.0,1.2857142857142858,2,0.5714285714285714,1.2857142857142858,0.3076923076923077,3.4285714285714284,0.5714285714285714,0.8571428571428571,1.7142857142857142,19
game_001_aggro-AggroPirateWarrior_vs_ramp-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,MidrangeBuffPaladin,1,0,18,9,2.4444444444444446,1.3333333333333333,1.6666666666666667,3.0,5.0,1.4142135623730951,0.6666666666666666,0.08333333333333333,0.25,2.75,2.75,4.0,1.1111111111111112,0.9,0.0,0.0,0.0,,3.3333333333333335,0.5555555555555556,0.8571428571428571,3.3333333333333335,0.0,0.0,1.0,3,0.5555555555555556,1.0,0.35714285714285715,3.5555555555555554,1.4444444444444444,0.7111111111111111,2.111111111111111,17
game_001_aggro-AggroPirateWarrior_vs_ramp-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,MidrangeJadeShaman,2,0,16,8,2.375,1.5,1.0,2.0833333333333335,4.0,1.3202482931462383,0.75,0.16666666666666666,0.08333333333333333,2.3333333333333335,2.4444444444444446,3.0,0.875,0.5714285714285714,0.0,0.0,0.0,,1.625,0.875,0.65,4.0,0.0,0.0,1.25,3,0.75,1.25,0.375,2.75,1.875,0.5945945945945946,2.625,17
game_001_aggro-AggroPirateWarrior_vs_ramp-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,MidrangeSecretHunter,2,0,15,7,2.5714285714285716,1.5714285714285714,1.0,2.1818181818181817,4.0,1.33608531424537,0.6363636363636364,0.36363636363636365,0.0,2.7142857142857144,2.7142857142857144,1.0,1.0,1.0,0.0,0.0,0.0,,2.5714285714285716,0.0,1.0,4.285714285714286,0.0,0.0,1.4285714285714286,2,0.5714285714285714,1.1428571428571428,0.3333333333333333,3.4285714285714284,0.7142857142857143,0.8275862068965517,3.142857142857143,18
game_001_aggro-AggroPirateWarrior_vs_ramp-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,MiraclePirateRogue,1,0,14,7,2.2857142857142856,1.4285714285714286,1.5714285714285714,3.2,5.0,1.0770329614269007,0.8,0.1,0.1,3.0,3.125,3.0,0.8571428571428571,1.0,0.0,0.0,0.0,,4.0,0.0,1.0,4.571428571428571,0.0,0.0,1.2857142857142858,2,0.42857142857142855,0.7142857142857143,0.375,3.4285714285714284,0.5714285714285714,0.8571428571428571,3.4285714285714284,19
game_001_aggro-AggroPirateWarrior_vs_ramp-MurlocDruid.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,MurlocDruid,1,0,12,6,1.8333333333333333,1.0,1.8333333333333333,3.1666666666666665,5.0,1.3437096247164249,0.6666666666666666,0.0,0.3333333333333333,3.0,2.75,1.0,0.8333333333333334,1.0,0.0,0.0,0.0,,3.3333333333333335,0.0,1.0,5.0,0.0,0.0,0.6666666666666666,2,0.16666666666666666,0.3333333333333333,0.3333333333333333,3.1666666666666665,0.3333333333333333,0.9047619047619048,3.6666666666666665,21
game_001_aggro-AggroPirateWarrior_vs_ramp-RenoKazakusDragonPriest.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,RenoKazakusDragonPriest,1,1,9,5,3.0,1.0,1.8,3.0,5.0,1.4142135623730951,0.6,0.2,0.2,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,,6.0,0.0,1.0,0.8,0.0,0.0,1.8,3,0.0,0.4,0.0,3.0,0.0,1.0,3.0,21
game_001_aggro-AggroPirateWarrior_vs_ramp-RenoKazakusMage.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,RenoKazakusMage,1,1,9,5,3.4,1.0,2.2,3.0,5.0,1.4142135623730951,0.8,0.0,0.2,2.5,2.5,1.0,2.4,1.0,0.0,0.0,0.0,,7.0,0.0,1.0,0.6,0.0,0.0,2.4,3,0.0,0.4,0.0,3.0,0.0,1.0,3.0,21
game_001_aggro-AggroPirateWarrior_vs_ramp-ZooDiscardWarlock.log,aggro,AggroPirateWarrior,aggro,WARRIOR,ramp,ZooDiscardWarlock,2,1,14,7,2.4285714285714284,1.2857142857142858,1.0,2.5555555555555554,5.0,1.7069212773041351,0.6666666666666666,0.1111111111111111,0.2222222222222222,2.6666666666666665,2.1666666666666665,1.0,1.1428571428571428,1.0,0.0,0.0,0.0,,4.142857142857143,0.0,1.0,3.2857142857142856,0.0,0.0,1.1428571428571428,2,0.5714285714285714,1.0,0.36363636363636365,2.857142857142857,1.2857142857142858,0.6896551724137931,3.142857142857143,18
game_002_aggro-AggroPirateWarrior_vs_aggro-AggroPirateWarrior.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,AggroPirateWarrior,2,0,9,4,3.75,1.5,1.0,1.6666666666666667,4.0,1.247219128924647,0.5,0.5,0.0,2.3333333333333335,2.3333333333333335,2.0,2.25,1.0,0.0,0.0,0.0,,4.75,0.0,1.0,7.5,0.0,0.0,2.25,4,0.0,0.0,,2.5,0.25,0.9090909090909091,3.5,21
game_002_aggro-AggroPirateWarrior_vs_aggro-MidrangeBuffPaladin.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeBuffPaladin,1,1,11,6,3.3333333333333335,1.0,2.0,2.3333333333333335,4.0,1.1055415967851332,0.6666666666666666,0.3333333333333333,0.0,3.0,3.5,3.0,2.3333333333333335,0.9285714285714286,0.0,0.0,0.0,,6.0,1.0,0.8571428571428571,2.8333333333333335,0.0,0.0,2.3333333333333335,5,0.16666666666666666,0.16666666666666666,0.5,2.3333333333333335,1.1666666666666667,0.6666666666666666,2.8333333333333335,20
game_002_aggro-AggroPirateWarrior_vs_aggro-MidrangeJadeShaman.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeJadeShaman,2,0,11,5,4.0,1.4,1.0,2.2857142857142856,4.0,1.1605769149479943,0.5714285714285714,0.2857142857142857,0.14285714285714285,2.75,3.0,1.0,2.6,0.8461538461538461,0.0,0.0,0.0,,5.2,1.0,0.8387096774193549,6.4,0.0,0.0,2.4,3,0.2,0.4,0.3333333333333333,3.2,0.0,1.0,3.8,20
game_002_aggro-AggroPirateWarrior_vs_aggro-MidrangeSecretHunter.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MidrangeSecretHunter,1,1,9,5,3.6,1.0,2.2,2.0,3.0,0.8944271909999159,0.6,0.2,0.2,1.6666666666666667,1.6666666666666667,1.0,2.6,1.0,0.0,0.0,0.0,,6.0,0.0,1.0,2.2,0.0,0.0,3.0,4,0.0,0.0,,2.0,1.0,0.6666666666666666,2.8,21
game_002_aggro-AggroPirateWarrior_vs_aggro-MiraclePirateRogue.log,aggro,AggroPirateWarrior,aggro,WARRIOR,aggro,MiraclePirateRogue,1,1,9,5,4.2,1.0,2.0,2.6,4.0,1.019803902718557,0.8,0.2,0.0,2.75,3.25,1.0,3.2,1.0,0.0,0.0,0.0,,6.0,0.0,1.0,1.8,0.0,0.0,3.2,5,0.0,0.0,,2.6,0.4,0.8666666666666667,3.6,21
